int Index	int Constellation	string Constellation Name	int Stars Subgroup	int Star Number	string Star Name	float Star Size	Color Star Color 	V2 Cel Coordinates(hr,Degree)	V2 Cel Coordinates (Normalized)	 float radius	float theta	float phi +	V3 Cartesian
3365	59	Constellation_Orion	1	49	Star_Sphere (49)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.65818, -3.5856)	(-0.471515, -0.03984)	400	1.633377	1.481308	(35.67756, 397.6196, -25.01591)
3366	59	Constellation_Orion	1	50	Star_Sphere (50)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.64729, -7.23555)	(-0.4706075, -0.080395)	400	1.697081	1.478457	(36.58947, 395.1242, -50.37955)
3367	59	Constellation_Orion	1	51	Star_Sphere (51)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.71404, -6.8076)	(-0.47617, -0.07564)	400	1.689611	1.495932	(29.70675, 396.0674, -47.4143)
3368	59	Constellation_Orion	1	52	Star_Sphere (52)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.58918, -5.4162)	(-0.465765, -0.06018)	400	1.665327	1.463244	(42.74635, 395.9132, -37.75596)
3369	59	Constellation_Orion	1	53	Star_Sphere (53)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.59155, -4.85325)	(-0.4659625, -0.053925)	400	1.655502	1.463864	(42.53822, 396.2893, -33.84161)
3370	59	Constellation_Orion	1	54	Star_Sphere (54)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.491351, -3.447)	(-0.4576125, -0.0383)	400	1.630958	1.437632	(53.01228, 395.7414, -24.05009)
3371	59	Constellation_Orion	1	55	Star_Sphere (55)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.4966, -1.10475)	(-0.45805, -0.012275)	400	1.590078	1.439007	(52.55366, 396.4576, -7.712142)
3372	59	Constellation_Orion	1	56	Star_Sphere (56)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.54442, -1.61055)	(-0.462035, -0.017895)	400	1.598906	1.451526	(47.57632, 397.0014, -11.24231)
3373	59	Constellation_Orion	1	57	Star_Sphere (57)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.55873, -1.161)	(-0.4632275, -0.0129)	400	1.59106	1.455272	(46.09747, 397.2523, -8.104789)
3374	59	Constellation_Orion	1	58	Star_Sphere (58)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.56902, -1.4868)	(-0.464085, -0.01652)	400	1.596746	1.457966	(45.02124, 397.3228, -10.37869)
3375	59	Constellation_Orion	1	59	Star_Sphere (59)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.67996, -1.13175)	(-0.47333, -0.012575)	400	1.590549	1.48701	(33.46875, 398.519, -7.9006)
3376	59	Constellation_Orion	1	60	Star_Sphere (60)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.68515, 0.3231)	(-0.4737625, 0.00359)	400	1.565157	1.488369	(32.93314, 398.6356, 2.255649)
3377	59	Constellation_Orion	1	61	Star_Sphere (61)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.70798, 1.46925)	(-0.475665, 0.016325)	400	1.545153	1.494346	(30.54044, 398.7005, 10.25615)
3378	59	Constellation_Orion	1	62	Star_Sphere (62)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.65275, 4.1031)	(-0.4710625, 0.04559)	400	1.499184	1.479887	(36.22078, 397.3272, 28.62054)
3379	59	Constellation_Orion	1	63	Star_Sphere (63)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.51247, 5.937749)	(-0.4593725, 0.065975)	400	1.467163	1.443161	(50.64231, 394.6177, 41.37914)
3380	59	Constellation_Orion	1	64	Star_Sphere (64)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.57943, 9.477449)	(-0.4649525, 0.105305)	400	1.405384	1.460691	(43.35308, 392.1511, 65.86373)
3381	59	Constellation_Orion	1	65	Star_Sphere (65)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.61516, 9.2745)	(-0.46793, 0.10305)	400	1.408926	1.470046	(39.70623, 392.7691, 64.46584)
3382	59	Constellation_Orion	1	66	Star_Sphere (66)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.79936, 6.447599)	(-0.48328, 0.07164)	400	1.458265	1.518269	(20.86841, 396.9218, 44.91776)
3383	59	Constellation_Orion	1	67	Star_Sphere (67)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.57106, 3.7557)	(-0.464255, 0.04173)	400	1.505247	1.4585	(44.72781, 396.6269, 26.20096)
3384	59	Constellation_Orion	1	68	Star_Sphere (68)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.52042, 3.2814)	(-0.460035, 0.03646)	400	1.513525	1.445243	(50.00751, 396.2007, 22.89596)
3385	59	Constellation_Orion	1	69	Star_Sphere (69)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.50521, 4.20255)	(-0.4587675, 0.046695)	400	1.497448	1.441261	(51.53054, 395.5823, 29.31304)
3386	59	Constellation_Orion	1	70	Star_Sphere (70)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.77662, 1.1556)	(-0.481385, 0.01284)	400	1.550627	1.512316	(23.37419, 399.235, 8.067043)
3387	59	Constellation_Orion	1	71	Star_Sphere (71)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.84163, 2.00925)	(-0.4868025, 0.022325)	400	1.535728	1.529335	(16.56948, 399.4105, 14.02432)
3388	59	Constellation_Orion	1	72	Star_Sphere (72)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.87361, 1.8441)	(-0.4894675, 0.02049)	400	1.538611	1.537708	(13.22624, 399.574, 12.87203)
3389	59	Constellation_Orion	1	73	Star_Sphere (73)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.00168, -3.0825)	(-0.50014, -0.03425)	400	1.624596	1.571236	(-0.1757158, 399.4212, -21.50954)
3390	59	Constellation_Orion	1	74	Star_Sphere (74)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.33321, -2.9583)	(-0.5277675, -0.03287)	400	1.622428	1.658031	(-34.80304, 397.948, -20.64366)
3391	59	Constellation_Orion	1	75	Star_Sphere (75)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.23169, -3.74715)	(-0.5193075, -0.041635)	400	1.636196	1.631453	(-24.19583, 398.4108, -26.14142)
3392	59	Constellation_Orion	1	76	Star_Sphere (76)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.92554, -4.81545)	(-0.493795, -0.053505)	400	1.654842	1.551303	(7.7694, 398.5124, -33.57862)
3393	59	Constellation_Orion	1	77	Star_Sphere (77)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.86965, -9.0504)	(-0.4891375, -0.10056)	400	1.728756	1.536671	(13.4776, 394.7902, -62.92129)
3394	59	Constellation_Orion	1	78	Star_Sphere (78)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.91132, 0.9719999)	(-0.49261, 0.0108)	400	1.553832	1.54758	(9.284359, 399.8347, 6.785479)
3395	59	Constellation_Orion	1	79	Star_Sphere (79)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.97168, 1.8333)	(-0.49764, 0.02037)	400	1.538799	1.563382	(2.964078, 399.7843, 12.79663)
3396	59	Constellation_Orion	1	80	Star_Sphere (80)	0.35	RGBA(1.000, 1.000, 1.000, 1.000)	(5.98098, 0.5404499)	(-0.498415, 0.006005)	400	1.561364	1.565817	(1.991634, 399.9773, 3.772996)
3397	59	Constellation_Orion	1	81	Star_Sphere (81)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.148951, 2.4876)	(-0.5124125, 0.02764)	400	1.52738	1.609792	(-15.57943, 399.3193, 17.36127)
3398	59	Constellation_Orion	1	82	Star_Sphere (82)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.25971, -0.51345)	(-0.5216425, -0.005705)	400	1.579758	1.638788	(-27.17476, 399.0597, -3.584545)
3399	59	Constellation_Orion	1	83	Star_Sphere (83)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.08382, 4.15395)	(-0.506985, 0.046155)	400	1.498296	1.59274	(-8.753875, 398.8532, 28.97463)
3400	59	Constellation_Orion	1	84	Star_Sphere (84)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.08352, 5.4081)	(-0.50696, 0.06009)	400	1.476407	1.592662	(-8.706634, 398.1243, 37.69962)
3401	59	Constellation_Orion	1	85	Star_Sphere (85)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.28857, 5.08005)	(-0.5240475, 0.056445)	400	1.482133	1.646344	(-30.07167, 397.2923, 35.41897)
3402	59	Constellation_Orion	1	86	Star_Sphere (86)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.28506, 9.9297)	(-0.523755, 0.11033)	400	1.39749	1.645425	(-29.377, 392.9113, 68.97588)
3403	59	Constellation_Orion	1	87	Star_Sphere (87)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.27399, 12.27285)	(-0.5228325, 0.136365)	400	1.356595	1.642527	(-28.01246, 389.8535, 85.02695)
3404	59	Constellation_Orion	1	88	Star_Sphere (88)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.26289, 12.5379)	(-0.5219075, 0.13931)	400	1.351969	1.639621	(-26.85206, 389.5367, 86.83411)
3405	59	Constellation_Orion	1	89	Star_Sphere (89)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.252271, 13.83705)	(-0.5210226, 0.153745)	400	1.329294	1.636841	(-25.63246, 387.5452, 95.66453)
3406	59	Constellation_Orion	1	90	Star_Sphere (90)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.37665, 12.555)	(-0.5313875, 0.1395)	400	1.35167	1.669403	(-38.43723, 388.5385, 86.95067)
3407	59	Constellation_Orion	1	91	Star_Sphere (91)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.3351, 14.643)	(-0.527925, 0.1627)	400	1.315228	1.658525	(-33.90829, 385.5195, 101.1182)
3408	59	Constellation_Orion	1	92	Star_Sphere (92)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.424231, 14.7231)	(-0.5353525, 0.16359)	400	1.31383	1.68186	(-42.87835, 384.4826, 101.6592)
3409	59	Constellation_Orion	1	93	Star_Sphere (93)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.24135, 17.8974)	(-0.5201125, 0.19886)	400	1.258428	1.633982	(-24.03509, 379.8838, 122.9253)
3410	59	Constellation_Orion	1	94	Star_Sphere (94)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.20124, 16.1172)	(-0.51677, 0.17908)	400	1.289498	1.623481	(-20.23618, 383.7451, 111.0412)
3411	59	Constellation_Orion	1	95	Star_Sphere (95)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.25656, 16.14645)	(-0.52138, 0.179405)	400	1.288988	1.637964	(-25.78774, 383.3552, 111.2374)
3412	59	Constellation_Orion	1	96	Star_Sphere (96)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.24765, 19.13805)	(-0.5206375, 0.212645)	400	1.236774	1.635631	(-24.48341, 377.0986, 131.1381)
3413	59	Constellation_Orion	1	97	Star_Sphere (97)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.20088, 19.7694)	(-0.51674, 0.21966)	400	1.225755	1.623387	(-19.7872, 375.9042, 135.2942)
3414	59	Constellation_Orion	1	98	Star_Sphere (98)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.8731, 19.83555)	(-0.489425, 0.220395)	400	1.224601	1.537574	(12.49819, 376.0605, 135.7287)
3415	59	Constellation_Orion	1	99	Star_Sphere (99)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.05715, 19.69965)	(-0.5047625, 0.218885)	400	1.226973	1.585758	(-5.634315, 376.5469, 134.8358)
3416	59	Constellation_Orion	1	100	Star_Sphere (100)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.9169, 19.76085)	(-0.493075, 0.219565)	400	1.225904	1.549041	(8.189066, 376.3557, 135.238)
3417	59	Constellation_Orion	1	101	Star_Sphere (101)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.93136, 20.1528)	(-0.49428, 0.22392)	400	1.219064	1.552827	(6.747493, 375.4502, 137.81)
3418	59	Constellation_Orion	1	102	Star_Sphere (102)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.78073, 9.51345)	(-0.4817275, 0.105705)	400	1.404755	1.513392	(22.63365, 393.8489, 66.11163)
3419	59	Constellation_Orion	1	103	Star_Sphere (103)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.8344, 9.8622)	(-0.4862, 0.10958)	400	1.398669	1.527442	(17.07993, 393.7188, 68.51163)
3420	59	Constellation_Orion	1	104	Star_Sphere (104)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.94153, 9.5067)	(-0.4951275, 0.10563)	400	1.404873	1.555489	(6.038579, 394.4603, 66.06517)
3421	59	Constellation_Orion	1	105	Star_Sphere (105)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.94894, 11.5074)	(-0.495745, 0.12786)	400	1.369954	1.557429	(5.239313, 391.9246, 79.79778)
3422	59	Constellation_Orion	1	106	Star_Sphere (106)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.98203, 12.798)	(-0.4985025, 0.1422)	400	1.347429	1.566092	(1.835064, 390.0585, 88.60576)
3423	59	Constellation_Orion	1	107	Star_Sphere (107)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.633521, 7.5366)	(-0.46946, 0.08374)	400	1.439258	1.474852	(37.98777, 394.7208, 52.46379)
3424	59	Constellation_Orion	1	108	Star_Sphere (108)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.83722, 4.31235)	(-0.486435, 0.047915)	400	1.495532	1.528181	(16.99284, 398.5055, 30.07744)
3425	59	Constellation_Orion	1	109	Star_Sphere (109)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.498971, 1.78515)	(-0.4582475, 0.019835)	400	1.53964	1.439627	(52.29195, 396.3714, 12.46068)
3426	59	Constellation_Orion	1	110	Star_Sphere (110)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.2461, 5.14215)	(-0.437175, 0.057135)	400	1.481049	1.373426	(78.1209, 390.6557, 35.85078)
3427	59	Constellation_Orion	1	111	Star_Sphere (111)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.36277, 8.415)	(-0.4468975, 0.0935)	400	1.423927	1.40397	(65.70634, 390.2001, 58.53677)
3428	59	Constellation_Orion	1	112	Star_Sphere (112)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.91265, 7.78275)	(-0.4093875, 0.086475)	400	1.434962	1.286129	(111.3006, 380.3658, 54.16688)
3429	59	Constellation_Orion	1	113	Star_Sphere (113)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.13123, 8.49825)	(-0.4276025, 0.094425)	400	1.422474	1.343353	(89.20465, 385.4197, 59.11167)
3430	59	Constellation_Orion	1	114	Star_Sphere (114)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.15535, 9.8253)	(-0.4296125, 0.10917)	400	1.399312	1.349668	(86.44563, 384.5361, 68.25784)
3431	59	Constellation_Orion	1	115	Star_Sphere (115)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.2647, 11.3805)	(-0.438725, 0.12645)	400	1.372169	1.378295	(75.02111, 384.8922, 78.92948)
3432	59	Constellation_Orion	1	116	Star_Sphere (116)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.91457, 11.4255)	(-0.4095475, 0.12695)	400	1.371384	1.286631	(109.9201, 376.3496, 79.23742)
3433	59	Constellation_Orion	1	117	Star_Sphere (117)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.74072, 11.14605)	(-0.39506, 0.123845)	400	1.376261	1.241118	(127.053, 371.3199, 77.32421)
3434	59	Constellation_Orion	1	118	Star_Sphere (118)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.76742, 11.70765)	(-0.397285, 0.130085)	400	1.366459	1.248108	(124.2081, 371.4623, 81.16718)
3435	59	Constellation_Orion	1	119	Star_Sphere (119)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(4.87695, 14.2488)	(-0.4064125, 0.15832)	400	1.322108	1.276783	(112.3523, 371.0579, 98.45318)
3436	59	Constellation_Orion	1	120	Star_Sphere (120)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.98303, 14.52735)	(-0.4152525, 0.161415)	400	1.317246	1.304554	(101.8782, 373.5684, 100.3369)
3437	59	Constellation_Orion	1	121	Star_Sphere (121)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.93131, 15.03855)	(-0.4109425, 0.167095)	400	1.308324	1.291014	(106.6755, 371.2795, 103.7875)
3438	59	Constellation_Orion	1	122	Star_Sphere (122)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.16189, 15.588)	(-0.4301575, 0.1732)	400	1.298734	1.35138	(83.86177, 376.0501, 107.4872)
3439	59	Constellation_Orion	1	123	Star_Sphere (123)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(5.19603, 16.0416)	(-0.4330025, 0.17824)	400	1.290818	1.360317	(80.31713, 375.9406, 110.5341)
3440	59	Constellation_Orion	1	124	Star_Sphere (124)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.58627, 10.242)	(-0.4655225, 0.1138)	400	1.39204	1.462482	(42.55196, 391.3195, 71.12243)
3441	59	Constellation_Orion	1	125	Star_Sphere (125)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.6178, 11.02275)	(-0.46815, 0.122475)	400	1.378413	1.470737	(39.21993, 390.6567, 76.47948)
3442	59	Constellation_Orion	1	126	Star_Sphere (126)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.50662, 15.35445)	(-0.458885, 0.170605)	400	1.302811	1.44163	(49.68398, 382.5093, 105.9158)
3443	59	Constellation_Orion	1	127	Star_Sphere (127)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(5.56527, 14.30145)	(-0.4637725, 0.158905)	400	1.321189	1.456984	(44.01881, 385.0962, 98.80937)
3444	60	Constellation_Pavo	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(20.42736, -56.7387)	(0.29772, -0.63043)	400	2.561074	5.34787	(130.2182, -176.5566, -334.4712)
3445	60	Constellation_Pavo	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(20.7495, -66.21075)	(0.270875, -0.735675)	400	2.726392	5.432207	(106.3692, -121.3228, -366.0142)
3446	60	Constellation_Pavo	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(21.44055, -65.3634)	(0.2132875, -0.72626)	400	2.711603	5.613123	(130.6916, -103.5542, -363.588)
